code,number,team,name,category,source_url
"MAR 10","10","Morocco","Sofyan Amrabat","Jugador","https://scanini.app/es/teams/morocco"
"MAR 11","11","Morocco","Azzedine Ounahi","Jugador","https://scanini.app/es/teams/morocco"
"MAR 12","12","Morocco","Eliesse Ben Seghir","Jugador","https://scanini.app/es/teams/morocco"
"MAR 13","13","Morocco","Foto del equipo de Morocco","Equipo","https://scanini.app/es/teams/morocco"
"MAR 14","14","Morocco","Bilal El Khannouss","Jugador","https://scanini.app/es/teams/morocco"
"MAR 15","15","Morocco","Ismael Saibari","Jugador","https://scanini.app/es/teams/morocco"
"MAR 16","16","Morocco","Youssef En-Nesyri","Jugador","https://scanini.app/es/teams/morocco"
"MAR 17","17","Morocco","Abde Ezzalzouli","Jugador","https://scanini.app/es/teams/morocco"
"MAR 18","18","Morocco","Soufiane Rahimi","Jugador","https://scanini.app/es/teams/morocco"
"MAR 19","19","Morocco","Brahim Diaz","Jugador","https://scanini.app/es/teams/morocco"
"MAR 20","20","Morocco","Ayoub El Kaabi","Jugador","https://scanini.app/es/teams/morocco"
"MEX 1","1","Mexico","Escudo de Mexico","Escudo","https://scanini.app/es/teams/mexico"
"MEX 2","2","Mexico","Luis Malagón","Jugador","https://scanini.app/es/teams/mexico"
"MEX 3","3","Mexico","Johan Vasquez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 4","4","Mexico","Jorge Sánchez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 5","5","Mexico","Cesar Montes","Jugador","https://scanini.app/es/teams/mexico"
"MEX 6","6","Mexico","Jesus Gallardo","Jugador","https://scanini.app/es/teams/mexico"
"MEX 7","7","Mexico","Israel Reyes","Jugador","https://scanini.app/es/teams/mexico"
"MEX 8","8","Mexico","Diego Lainez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 9","9","Mexico","Carlos Rodriguez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 10","10","Mexico","Edson Alvarez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 11","11","Mexico","Orbelin Pineda","Jugador","https://scanini.app/es/teams/mexico"
"MEX 12","12","Mexico","Marcel Ruiz","Jugador","https://scanini.app/es/teams/mexico"
"MEX 13","13","Mexico","Foto del equipo de Mexico","Equipo","https://scanini.app/es/teams/mexico"
"MEX 14","14","Mexico","Érick Sánchez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 15","15","Mexico","Hirving Lozano","Jugador","https://scanini.app/es/teams/mexico"
"MEX 16","16","Mexico","Santiago Giménez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 17","17","Mexico","Raúl Jiménez","Jugador","https://scanini.app/es/teams/mexico"
"MEX 18","18","Mexico","Alexis Vega","Jugador","https://scanini.app/es/teams/mexico"
"MEX 19","19","Mexico","Roberto Alvarado","Jugador","https://scanini.app/es/teams/mexico"
"MEX 20","20","Mexico","Cesar Huerta","Jugador","https://scanini.app/es/teams/mexico"
"NED 1","1","Netherlands","Escudo de Netherlands","Escudo","https://scanini.app/es/teams/netherlands"
"NED 2","2","Netherlands","Bart Verbruggen","Jugador","https://scanini.app/es/teams/netherlands"
"NED 3","3","Netherlands","Virgil van Dijk","Jugador","https://scanini.app/es/teams/netherlands"
"NED 4","4","Netherlands","Micky van de Ven","Jugador","https://scanini.app/es/teams/netherlands"
"NED 5","5","Netherlands","Jurrien Timber","Jugador","https://scanini.app/es/teams/netherlands"
"NED 6","6","Netherlands","Denzel Dumfries","Jugador","https://scanini.app/es/teams/netherlands"
"NED 7","7","Netherlands","Nathan Aké","Jugador","https://scanini.app/es/teams/netherlands"
"NED 8","8","Netherlands","Jeremie Frimpong","Jugador","https://scanini.app/es/teams/netherlands"
"NED 9","9","Netherlands","Jan Paul van Hecke","Jugador","https://scanini.app/es/teams/netherlands"
"NED 10","10","Netherlands","Tijjani Reijnders","Jugador","https://scanini.app/es/teams/netherlands"
"NED 11","11","Netherlands","Ryan Gravenberch","Jugador","https://scanini.app/es/teams/netherlands"
"NED 12","12","Netherlands","Teun Koopmeiners","Jugador","https://scanini.app/es/teams/netherlands"
"NED 13","13","Netherlands","Foto del equipo de Netherlands","Equipo","https://scanini.app/es/teams/netherlands"
"NED 14","14","Netherlands","Frenkie de Jong","Jugador","https://scanini.app/es/teams/netherlands"
"NED 15","15","Netherlands","Xavi Simons","Jugador","https://scanini.app/es/teams/netherlands"
"NED 16","16","Netherlands","Justin Kluivert","Jugador","https://scanini.app/es/teams/netherlands"
"NED 17","17","Netherlands","Memphis Depay","Jugador","https://scanini.app/es/teams/netherlands"
"NED 18","18","Netherlands","Donyell Malen","Jugador","https://scanini.app/es/teams/netherlands"
"NED 19","19","Netherlands","Wout Weghorst","Jugador","https://scanini.app/es/teams/netherlands"
"NED 20","20","Netherlands","Cody Gakpo","Jugador","https://scanini.app/es/teams/netherlands"
"NOR 1","1","Norway","Escudo de Norway","Escudo","https://scanini.app/es/teams/norway"
"NOR 2","2","Norway","Orjan Nyland","Jugador","https://scanini.app/es/teams/norway"
"NOR 3","3","Norway","Julian Ryerson","Jugador","https://scanini.app/es/teams/norway"
"NOR 4","4","Norway","Leo Ostigård","Jugador","https://scanini.app/es/teams/norway"
"NOR 5","5","Norway","Kristoffer Vassbakk Ajer","Jugador","https://scanini.app/es/teams/norway"
"NOR 6","6","Norway","Marcus Holmgren Pedersen","Jugador","https://scanini.app/es/teams/norway"
"NOR 7","7","Norway","David Møller Wolfe","Jugador","https://scanini.app/es/teams/norway"
"NOR 8","8","Norway","Torbjørn Heggem","Jugador","https://scanini.app/es/teams/norway"
"NOR 9","9","Norway","Morten Thorsby","Jugador","https://scanini.app/es/teams/norway"
"NOR 10","10","Norway","Martin Ødegaard","Jugador","https://scanini.app/es/teams/norway"
"NOR 11","11","Norway","Sander Berge","Jugador","https://scanini.app/es/teams/norway"
"NOR 12","12","Norway","Andreas Schjelderup","Jugador","https://scanini.app/es/teams/norway"
"NOR 13","13","Norway","Foto del equipo de Norway","Equipo","https://scanini.app/es/teams/norway"
"NOR 14","14","Norway","Patrick Berg","Jugador","https://scanini.app/es/teams/norway"
"NOR 15","15","Norway","Erling Haaland","Jugador","https://scanini.app/es/teams/norway"
"NOR 16","16","Norway","Alexander Sørloth","Jugador","https://scanini.app/es/teams/norway"
"NOR 17","17","Norway","Aron Dønnum","Jugador","https://scanini.app/es/teams/norway"
"NOR 18","18","Norway","Jorgen Strand Larsen","Jugador","https://scanini.app/es/teams/norway"
"NOR 19","19","Norway","Antonio Nusa","Jugador","https://scanini.app/es/teams/norway"
"NOR 20","20","Norway","Oscar Bobb","Jugador","https://scanini.app/es/teams/norway"
"NZL 1","1","New Zealand","Escudo de New Zealand","Escudo","https://scanini.app/es/teams/new-zealand"
"NZL 2","2","New Zealand","Max Crocombe Payne","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 3","3","New Zealand","Alex Paulsen","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 4","4","New Zealand","Michael Boxall","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 5","5","New Zealand","Liberato Cacace","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 6","6","New Zealand","Tim Payne","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 7","7","New Zealand","Tyler Bindon","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 8","8","New Zealand","Francis de Vries","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 9","9","New Zealand","Finn Surman","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 10","10","New Zealand","Joe Bell","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 11","11","New Zealand","Sarpreet Singh","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 12","12","New Zealand","Ryan Thomas","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 13","13","New Zealand","Foto del equipo de New Zealand","Equipo","https://scanini.app/es/teams/new-zealand"
"NZL 14","14","New Zealand","Matthew Garbett","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 15","15","New Zealand","Marko Stamenić","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 16","16","New Zealand","Ben Old","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 17","17","New Zealand","Chris Wood","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 18","18","New Zealand","Elijah Just","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 19","19","New Zealand","Callum McCowatt","Jugador","https://scanini.app/es/teams/new-zealand"
"NZL 20","20","New Zealand","Kosta Barbarouses","Jugador","https://scanini.app/es/teams/new-zealand"
"PAN 1","1","Panama","Escudo de Panama","Escudo","https://scanini.app/es/teams/panama"
"PAN 2","2","Panama","Orlando Mosquera","Jugador","https://scanini.app/es/teams/panama"
"PAN 3","3","Panama","Luis Mejia","Jugador","https://scanini.app/es/teams/panama"
"PAN 4","4","Panama","Fidel Escobar","Jugador","https://scanini.app/es/teams/panama"
"PAN 5","5","Panama","Andres Andrade","Jugador","https://scanini.app/es/teams/panama"
"PAN 6","6","Panama","Michael Amir Murillo","Jugador","https://scanini.app/es/teams/panama"
"PAN 7","7","Panama","Eric Davis","Jugador","https://scanini.app/es/teams/panama"
"PAN 8","8","Panama","Jose Cordoba","Jugador","https://scanini.app/es/teams/panama"
"PAN 9","9","Panama","Cesar Blackman","Jugador","https://scanini.app/es/teams/panama"
"PAN 10","10","Panama","Cristian Martinez","Jugador","https://scanini.app/es/teams/panama"
"PAN 11","11","Panama","Aníbal Godoy","Jugador","https://scanini.app/es/teams/panama"
"PAN 12","12","Panama","Adalberto Carrasquilla","Jugador","https://scanini.app/es/teams/panama"
"PAN 13","13","Panama","Foto del equipo de Panama","Equipo","https://scanini.app/es/teams/panama"
"PAN 14","14","Panama","Édgar Bárcenas","Jugador","https://scanini.app/es/teams/panama"
"PAN 15","15","Panama","Carlos Harvey","Jugador","https://scanini.app/es/teams/panama"
"PAN 16","16","Panama","Ismael Díaz","Jugador","https://scanini.app/es/teams/panama"
"PAN 17","17","Panama","Jose Fajardo","Jugador","https://scanini.app/es/teams/panama"
"PAN 18","18","Panama","Cecilio Waterman","Jugador","https://scanini.app/es/teams/panama"
"PAN 19","19","Panama","Jose Luiz Rodriguez","Jugador","https://scanini.app/es/teams/panama"
"PAN 20","20","Panama","Alberto Quintero","Jugador","https://scanini.app/es/teams/panama"
"PAR 1","1","Paraguay","Escudo de Paraguay","Escudo","https://scanini.app/es/teams/paraguay"
"PAR 2","2","Paraguay","Roberto Fernandez","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 3","3","Paraguay","Orlando Gill","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 4","4","Paraguay","Gustavo Gomez","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 5","5","Paraguay","Fabián Balbuena","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 6","6","Paraguay","Juan José Cáceres","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 7","7","Paraguay","Omar Alderete","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 8","8","Paraguay","Junior Alonso","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 9","9","Paraguay","Mathías Villasanti","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 10","10","Paraguay","Diego Gomez","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 11","11","Paraguay","Damián Bobadilla","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 12","12","Paraguay","Andres Cubas","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 13","13","Paraguay","Foto del equipo de Paraguay","Equipo","https://scanini.app/es/teams/paraguay"
"PAR 14","14","Paraguay","Matias Galarza Fonda","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 15","15","Paraguay","Julio Enciso","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 16","16","Paraguay","Alejandro Romero Gamarra","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 17","17","Paraguay","Miguel Almirón","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 18","18","Paraguay","Ramon Sosa","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 19","19","Paraguay","Angel Romero","Jugador","https://scanini.app/es/teams/paraguay"
"PAR 20","20","Paraguay","Antonio Sanabria","Jugador","https://scanini.app/es/teams/paraguay"
"POR 1","1","Portugal","Escudo de Portugal","Escudo","https://scanini.app/es/teams/portugal"
"POR 2","2","Portugal","Diogo Costa","Jugador","https://scanini.app/es/teams/portugal"
"POR 3","3","Portugal","Jose Sa","Jugador","https://scanini.app/es/teams/portugal"
"POR 4","4","Portugal","Ruben Dias","Jugador","https://scanini.app/es/teams/portugal"
"POR 5","5","Portugal","João Cancelo","Jugador","https://scanini.app/es/teams/portugal"
"POR 6","6","Portugal","Diogo Dalot","Jugador","https://scanini.app/es/teams/portugal"
"POR 7","7","Portugal","Nuno Mendes","Jugador","https://scanini.app/es/teams/portugal"
"POR 8","8","Portugal","Gonçalo Inácio","Jugador","https://scanini.app/es/teams/portugal"
"POR 9","9","Portugal","Bernardo Silva","Jugador","https://scanini.app/es/teams/portugal"
"POR 10","10","Portugal","Bruno Fernandes","Jugador","https://scanini.app/es/teams/portugal"
"POR 11","11","Portugal","Ruben Neves","Jugador","https://scanini.app/es/teams/portugal"
"POR 12","12","Portugal","Vitinha","Jugador","https://scanini.app/es/teams/portugal"
"POR 13","13","Portugal","Foto del equipo de Portugal","Equipo","https://scanini.app/es/teams/portugal"
"POR 14","14","Portugal","João Neves","Jugador","https://scanini.app/es/teams/portugal"
"POR 15","15","Portugal","Cristiano Ronaldo","Jugador","https://scanini.app/es/teams/portugal"
"POR 16","16","Portugal","Francisco Trincao","Jugador","https://scanini.app/es/teams/portugal"
"POR 17","17","Portugal","João Felix","Jugador","https://scanini.app/es/teams/portugal"
"POR 18","18","Portugal","Gonçalo Ramos","Jugador","https://scanini.app/es/teams/portugal"
"POR 19","19","Portugal","Pedro Neto","Jugador","https://scanini.app/es/teams/portugal"
"POR 20","20","Portugal","Rafael Leão","Jugador","https://scanini.app/es/teams/portugal"
"QAT 1","1","Qatar","Escudo de Qatar","Escudo","https://scanini.app/es/teams/qatar"
"QAT 2","2","Qatar","Meshaal Barsham","Jugador","https://scanini.app/es/teams/qatar"
"QAT 3","3","Qatar","Sultan Albrake","Jugador","https://scanini.app/es/teams/qatar"
"QAT 4","4","Qatar","Lucas Mendes","Jugador","https://scanini.app/es/teams/qatar"
"QAT 5","5","Qatar","Homam Ahmed","Jugador","https://scanini.app/es/teams/qatar"
"QAT 6","6","Qatar","Boualem Khoukhi","Jugador","https://scanini.app/es/teams/qatar"
"QAT 7","7","Qatar","Pedro Miguel","Jugador","https://scanini.app/es/teams/qatar"
"QAT 8","8","Qatar","Tarek Salman","Jugador","https://scanini.app/es/teams/qatar"
"QAT 9","9","Qatar","Mohamed Al-Mannai","Jugador","https://scanini.app/es/teams/qatar"
"QAT 10","10","Qatar","Karim Boudiaf","Jugador","https://scanini.app/es/teams/qatar"
"QAT 11","11","Qatar","Assim Madibo","Jugador","https://scanini.app/es/teams/qatar"
"QAT 12","12","Qatar","Ahmed Fatehi","Jugador","https://scanini.app/es/teams/qatar"
"QAT 13","13","Qatar","Foto del equipo de Qatar","Equipo","https://scanini.app/es/teams/qatar"
"QAT 14","14","Qatar","Mohammed Waad","Jugador","https://scanini.app/es/teams/qatar"
"QAT 15","15","Qatar","Abdulaziz Hatem","Jugador","https://scanini.app/es/teams/qatar"
"QAT 16","16","Qatar","Hassan Al-Haydos","Jugador","https://scanini.app/es/teams/qatar"
"QAT 17","17","Qatar","Edmilson Junior","Jugador","https://scanini.app/es/teams/qatar"
"QAT 18","18","Qatar","Akram Hassan Afif","Jugador","https://scanini.app/es/teams/qatar"
"QAT 19","19","Qatar","Ahmed Al Ganehi","Jugador","https://scanini.app/es/teams/qatar"
"QAT 20","20","Qatar","Almoez Ali","Jugador","https://scanini.app/es/teams/qatar"
"RSA 1","1","South Africa","Escudo de South Africa","Escudo","https://scanini.app/es/teams/south-africa"
"RSA 2","2","South Africa","Ronwen Williams","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 3","3","South Africa","Sipho Chaine","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 4","4","South Africa","Aubrey Modiba","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 5","5","South Africa","Samukele Kabini","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 6","6","South Africa","Mbekezeli Mbokazi","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 7","7","South Africa","Khulumani Ndamane","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 8","8","South Africa","Siyabonga Ngezana","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 9","9","South Africa","Khuliso Mudau","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 10","10","South Africa","Nkosinathi Sibisi","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 11","11","South Africa","Teboho Mokoena","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 12","12","South Africa","Thalente Mbatha","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 13","13","South Africa","Foto del equipo de South Africa","Equipo","https://scanini.app/es/teams/south-africa"
"RSA 14","14","South Africa","Bathasi Aubaas","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 15","15","South Africa","Yaya Sithole","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 16","16","South Africa","Sipho Mbule","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 17","17","South Africa","Lyle Foster","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 18","18","South Africa","Iqraam Rayners","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 19","19","South Africa","Mohau Nkota","Jugador","https://scanini.app/es/teams/south-africa"
"RSA 20","20","South Africa","Oswin Appollis","Jugador","https://scanini.app/es/teams/south-africa"
"SCO 1","1","Scotland","Escudo de Scotland","Escudo","https://scanini.app/es/teams/scotland"
"SCO 2","2","Scotland","Angus Gunn","Jugador","https://scanini.app/es/teams/scotland"
"SCO 3","3","Scotland","Jack Hendry","Jugador","https://scanini.app/es/teams/scotland"
"SCO 4","4","Scotland","Kieran Tierney","Jugador","https://scanini.app/es/teams/scotland"
"SCO 5","5","Scotland","Aaron Hickey","Jugador","https://scanini.app/es/teams/scotland"
"SCO 6","6","Scotland","Andrew Robertson","Jugador","https://scanini.app/es/teams/scotland"
"SCO 7","7","Scotland","Scott McKenna","Jugador","https://scanini.app/es/teams/scotland"
"SCO 8","8","Scotland","John Souttar","Jugador","https://scanini.app/es/teams/scotland"
"SCO 9","9","Scotland","Anthony Ralston","Jugador","https://scanini.app/es/teams/scotland"
"SCO 10","10","Scotland","Grant Hanley","Jugador","https://scanini.app/es/teams/scotland"
"SCO 11","11","Scotland","Scott McTominay","Jugador","https://scanini.app/es/teams/scotland"
"SCO 12","12","Scotland","Billy Gilmour","Jugador","https://scanini.app/es/teams/scotland"
"SCO 13","13","Scotland","Foto del equipo de Scotland","Equipo","https://scanini.app/es/teams/scotland"
"SCO 14","14","Scotland","Lewis Ferguson","Jugador","https://scanini.app/es/teams/scotland"
"SCO 15","15","Scotland","Ryan Christie","Jugador","https://scanini.app/es/teams/scotland"
"SCO 16","16","Scotland","Kenny McLean","Jugador","https://scanini.app/es/teams/scotland"
"SCO 17","17","Scotland","John McGinn","Jugador","https://scanini.app/es/teams/scotland"
"SCO 18","18","Scotland","Lyndon Dykes","Jugador","https://scanini.app/es/teams/scotland"
"SCO 19","19","Scotland","Che Adams","Jugador","https://scanini.app/es/teams/scotland"
"SCO 20","20","Scotland","Ben Gannon-Doak","Jugador","https://scanini.app/es/teams/scotland"
"SEN 1","1","Senegal","Escudo de Senegal","Escudo","https://scanini.app/es/teams/senegal"
"SEN 2","2","Senegal","Edouard Mendy","Jugador","https://scanini.app/es/teams/senegal"
"SEN 3","3","Senegal","Yehvann Diouf","Jugador","https://scanini.app/es/teams/senegal"
"SEN 4","4","Senegal","Moussa Niakhaté","Jugador","https://scanini.app/es/teams/senegal"
"SEN 5","5","Senegal","Abdoulaye Seck","Jugador","https://scanini.app/es/teams/senegal"
"SEN 6","6","Senegal","Ismail Jakobs","Jugador","https://scanini.app/es/teams/senegal"
"SEN 7","7","Senegal","El Hadji Malick Diouf","Jugador","https://scanini.app/es/teams/senegal"
"SEN 8","8","Senegal","Kalidou Koulibaly","Jugador","https://scanini.app/es/teams/senegal"
"SEN 9","9","Senegal","Idrissa Gana Gueye","Jugador","https://scanini.app/es/teams/senegal"
"SEN 10","10","Senegal","Pape Matar Sarr","Jugador","https://scanini.app/es/teams/senegal"
"SEN 11","11","Senegal","Pape Gueye","Jugador","https://scanini.app/es/teams/senegal"
"SEN 12","12","Senegal","Habib Diarra","Jugador","https://scanini.app/es/teams/senegal"
"SEN 13","13","Senegal","Foto del equipo de Senegal","Equipo","https://scanini.app/es/teams/senegal"
"SEN 14","14","Senegal","Lamine Camara","Jugador","https://scanini.app/es/teams/senegal"
"SEN 15","15","Senegal","Sadio Mane","Jugador","https://scanini.app/es/teams/senegal"
"SEN 16","16","Senegal","Ismaïla Sarr","Jugador","https://scanini.app/es/teams/senegal"
"SEN 17","17","Senegal","Boulaye Dia","Jugador","https://scanini.app/es/teams/senegal"
"SEN 18","18","Senegal","Iliman Ndiaye","Jugador","https://scanini.app/es/teams/senegal"
"SEN 19","19","Senegal","Nicolas Jackson","Jugador","https://scanini.app/es/teams/senegal"
"SEN 20","20","Senegal","Krepin Diatta","Jugador","https://scanini.app/es/teams/senegal"
"SUI 1","1","Switzerland","Escudo de Switzerland","Escudo","https://scanini.app/es/teams/switzerland"
"SUI 2","2","Switzerland","Gregor Kobel","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 3","3","Switzerland","Yvon Mvogo","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 4","4","Switzerland","Manuel Akanji","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 5","5","Switzerland","Ricardo Rodriguez","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 6","6","Switzerland","Nico Elvedi","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 7","7","Switzerland","Aurèle Amenda","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 8","8","Switzerland","Silvan Widmer","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 9","9","Switzerland","Granit Xhaka","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 10","10","Switzerland","Denis Zakaria","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 11","11","Switzerland","Remo Freuler","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 12","12","Switzerland","Fabian Rieder","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 13","13","Switzerland","Foto del equipo de Switzerland","Equipo","https://scanini.app/es/teams/switzerland"
"SUI 14","14","Switzerland","Ardon Jashari","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 15","15","Switzerland","Johan Manzambi","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 16","16","Switzerland","Michel Aebischer","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 17","17","Switzerland","Breel Embolo","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 18","18","Switzerland","Ruben Vargas","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 19","19","Switzerland","Dan Ndoye","Jugador","https://scanini.app/es/teams/switzerland"
"SUI 20","20","Switzerland","Zeki Amdouni","Jugador","https://scanini.app/es/teams/switzerland"
"SWE 1","1","Sweden","Escudo de Sweden","Escudo","https://scanini.app/es/teams/sweden"
"SWE 2","2","Sweden","Victor Johansson","Jugador","https://scanini.app/es/teams/sweden"
"SWE 3","3","Sweden","Isak Hien","Jugador","https://scanini.app/es/teams/sweden"
"SWE 4","4","Sweden","Gabriel Gudmundsson","Jugador","https://scanini.app/es/teams/sweden"
"SWE 5","5","Sweden","Emil Holm","Jugador","https://scanini.app/es/teams/sweden"
"SWE 6","6","Sweden","Victor Nilsson Lindelöf","Jugador","https://scanini.app/es/teams/sweden"
"SWE 7","7","Sweden","Gustaf Lagerbielke","Jugador","https://scanini.app/es/teams/sweden"
"SWE 8","8","Sweden","Lucas Bergvall","Jugador","https://scanini.app/es/teams/sweden"
"SWE 9","9","Sweden","Hugo Larsson","Jugador","https://scanini.app/es/teams/sweden"
"SWE 10","10","Sweden","Jesper Karlström","Jugador","https://scanini.app/es/teams/sweden"
"SWE 11","11","Sweden","Yasin Ayari","Jugador","https://scanini.app/es/teams/sweden"
"SWE 12","12","Sweden","Mattias Svanberg","Jugador","https://scanini.app/es/teams/sweden"
"SWE 13","13","Sweden","Foto del equipo de Sweden","Equipo","https://scanini.app/es/teams/sweden"
"SWE 14","14","Sweden","Daniel Svensson","Jugador","https://scanini.app/es/teams/sweden"
"SWE 15","15","Sweden","Ken Sema","Jugador","https://scanini.app/es/teams/sweden"
"SWE 16","16","Sweden","Roony Bardghji","Jugador","https://scanini.app/es/teams/sweden"
"SWE 17","17","Sweden","Dejan Kulusevski","Jugador","https://scanini.app/es/teams/sweden"
"SWE 18","18","Sweden","Anthony Elanga","Jugador","https://scanini.app/es/teams/sweden"
"SWE 19","19","Sweden","Alexander Isak","Jugador","https://scanini.app/es/teams/sweden"
"SWE 20","20","Sweden","Viktor Gyökeres","Jugador","https://scanini.app/es/teams/sweden"
"TUN 1","1","Tunisia","Escudo de Tunisia","Escudo","https://scanini.app/es/teams/tunisia"
"TUN 2","2","Tunisia","Bechir Ben Said","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 3","3","Tunisia","Aymen Dahmen","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 4","4","Tunisia","Yan Valery","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 5","5","Tunisia","Montassar Talbi","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 6","6","Tunisia","Yassine Meriah","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 7","7","Tunisia","Ali Abdi","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 8","8","Tunisia","Dylan Bronn","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 9","9","Tunisia","Ellyes Skhiri","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 10","10","Tunisia","Aissa Laidouni","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 11","11","Tunisia","Ferjani Sassi","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 12","12","Tunisia","Mohamed Ali Ben Romdhane","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 13","13","Tunisia","Foto del equipo de Tunisia","Equipo","https://scanini.app/es/teams/tunisia"
"TUN 14","14","Tunisia","Hannibal Mejbri","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 15","15","Tunisia","Elias Achouri","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 16","16","Tunisia","Elias Saad","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 17","17","Tunisia","Hazem Mastouri","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 18","18","Tunisia","Ismael Gharbi","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 19","19","Tunisia","Sayfallah Ltaief","Jugador","https://scanini.app/es/teams/tunisia"
"TUN 20","20","Tunisia","Naim Sliti","Jugador","https://scanini.app/es/teams/tunisia"
"TUR 1","1","Turkey","Escudo de Turkey","Escudo","https://scanini.app/es/teams/turkey"
"TUR 2","2","Turkey","Ugurcan Cakir","Jugador","https://scanini.app/es/teams/turkey"
"TUR 3","3","Turkey","Mert Muldur","Jugador","https://scanini.app/es/teams/turkey"
"TUR 4","4","Turkey","Zeki Celik","Jugador","https://scanini.app/es/teams/turkey"
"TUR 5","5","Turkey","Abdulkerim Bardakci","Jugador","https://scanini.app/es/teams/turkey"
